listing_id,available,price,adjusted_price,minimum_nights,maximum_nights,listing_url,name,latitude,longitude,property_type,room_type,accomodates,bathrooms_text,bedrooms,beds,amenities,host_id,host_name,host_since,host_location,total_reviews
27851653,1.0,140.0,140.0,2.0,1125.0,https://www.airbnb.com/rooms/27851653,Antwerp Diamond Luxury House 💎💎💎💎💎,51.2808,4.41885,Entire residential home,Entire home/apt,16,3.5 baths,4.0,10.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Children\u2019s dinnerware"", ""Stove"", ""Carbon monoxide alarm"", ""Oven"", ""Private fenced garden or backyard"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Baking sheet"", ""Mosquito net"", ""Children\u2019s books and toys"", ""Toaster"", ""Washer"", ""Pack \u2019n play/Travel crib"", ""Free street parking"", ""Barbecue utensils"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Bed linens"", ""Freezer"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Outlet covers"", ""Hot water kettle"", ""Long term stays allowed"", ""Cleaning products"", ""BBQ grill"", ""Dining table"", ""Room-darkening shades"", ""First aid kit"", ""Extra pillows and blankets"", ""Trash compactor"", ""Wine glasses"", ""Free parking on premises"", ""Baby bath"", ""Heating"", ""Cleaning before checkout"", ""Hot water"", ""Private entrance"", ""High chair"", ""Fire extinguisher"", ""Building staff"", ""Dishwasher"", ""Dryer"", ""Ethernet connection"", ""Coffee maker"", ""Game console"", ""Changing table"", ""Hangers"", ""Cable TV"", ""Shared patio or balcony"", ""Air conditioning"", ""Different body soap"", ""TV with standard cable"", ""Shower gel""]",210338683,Daria,2018-08-18,"Antwerp, Flanders, Belgium",140.0
27866173,0.0,35.0,35.0,2.0,10.0,https://www.airbnb.com/rooms/27866173,"Quiet & Modern large flat in Antwerp, Belgium",51.17878,4.43436,Private room in condominium (condo),Private room,3,1.5 shared baths,2.0,2.0,"[""Refrigerator"", ""Elevator"", ""Backyard"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Stove"", ""Carbon monoxide alarm"", ""Single level home"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Washer"", ""Free street parking"", ""Luggage dropoff allowed"", ""Bed linens"", ""Iron"", ""Dedicated workspace"", ""Pocket wifi"", ""Microwave"", ""Essentials"", ""Bathtub"", ""Room-darkening shades"", ""Extra pillows and blankets"", ""First aid kit"", ""Breakfast"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Fire extinguisher"", ""Dishwasher"", ""Dryer"", ""Coffee maker"", ""Patio or balcony"", ""Hangers"", ""Lock on bedroom door""]",210488401,Sarah,2018-08-19,"Antwerp, Flanders, Belgium",34.0
27870003,0.0,120.33,120.33,2.0,1125.0,https://www.airbnb.com/rooms/27870003,Beautiful apartment in Antwerp city center!,51.2186,4.40496,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,2.0,"[""Refrigerator"", ""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Host greets you"", ""Carbon monoxide alarm"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Bed linens"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Bathtub"", ""First aid kit"", ""Extra pillows and blankets"", ""TV"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Fire extinguisher"", ""Dishwasher"", ""Coffee maker"", ""Hangers""]",157246706,Erik,2017-11-03,"Antwerp, Flanders, Belgium",89.0
27930363,1.0,276.67,276.67,2.0,30.0,https://www.airbnb.com/rooms/27930363,Huize Amoras,51.21829,4.39892,Entire townhouse,Entire home/apt,7,2.5 baths,2.0,5.0,"[""Refrigerator"", ""Smoke alarm"", ""Hair dryer"", ""Keypad"", ""Stove"", ""Carbon monoxide alarm"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Baking sheet"", ""Toaster"", ""Washer"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Bed linens"", ""Freezer"", ""Iron"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""Cleaning products"", ""Dining table"", ""Room-darkening shades"", ""First aid kit"", ""Extra pillows and blankets"", ""Wine glasses"", ""Paid parking lot off premises"", ""Heating"", ""Hot water"", ""Private entrance"", ""Fire extinguisher"", ""Dishwasher"", ""Dryer"", ""Ethernet connection"", ""Coffee maker"", ""Patio or balcony"", ""Hangers"", ""Cable TV"", ""TV with standard cable"", ""Board games""]",210980516,Kathleen,2018-08-21,"Antwerp, Flanders, Belgium",14.0
27951988,0.0,185.0,185.0,2.0,30.0,https://www.airbnb.com/rooms/27951988,Zuiderzin,51.21679,4.39403,Entire townhouse,Entire home/apt,6,2 baths,2.0,3.0,"[""Refrigerator"", ""Paid street parking off premises"", ""Kitchen"", ""Smoke alarm"", ""Hair dryer"", ""Keypad"", ""Carbon monoxide alarm"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Baking sheet"", ""Electric stove"", ""Washer"", ""Toaster"", ""Free street parking"", ""Laundromat nearby"", ""Children\u2019s books and toys for ages 2-5 years old, 5-10 years old, and 10+ years old"", ""Luggage dropoff allowed"", ""Bed linens"", ""Iron"", ""Microwave"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""Cleaning products"", ""Dining table"", ""Bathtub"", ""Room-darkening shades"", ""Extra pillows and blankets"", ""Crib"", ""First aid kit"", ""Wine glasses"", ""Drying rack for clothing"", ""Heating"", ""Hot water"", ""Private entrance"", ""High chair"", ""Fire extinguisher"", ""Dishwasher"", ""Dryer"", ""Ethernet connection"", ""Coffee maker"", ""Hangers"", ""Cable TV"", ""TV with standard cable"", ""Board games""]",210980516,Kathleen,2018-08-21,"Antwerp, Flanders, Belgium",1.0
28062441,0.0,141.33,141.33,2.0,1125.0,https://www.airbnb.com/rooms/28062441,Cosy luxury with perfect location in Antwerp,51.232,4.42706,Entire townhouse,Entire home/apt,8,1.5 baths,4.0,6.0,"[""Refrigerator"", ""Paid street parking off premises"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Outdoor furniture"", ""Keypad"", ""Stove"", ""Carbon monoxide alarm"", ""Clothing storage: closet and wardrobe"", ""Oven"", ""Private fenced garden or backyard"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Security cameras on property"", ""Baking sheet"", ""Washer"", ""Barbecue utensils"", ""Laundromat nearby"", ""Bed linens"", ""Freezer"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Outdoor dining area"", ""BBQ grill"", ""Dining table"", ""Bathtub"", ""Room-darkening shades"", ""Extra pillows and blankets"", ""Wine glasses"", ""Drying rack for clothing"", ""Heating"", ""Hot water"", ""Private entrance"", ""Dryer"", ""Coffee maker"", ""Hangers""]",34623018,Bjorn,2015-05-31,"Antwerp, Flanders, Belgium",73.0
28087662,0.0,62.0,62.0,2.0,1125.0,https://www.airbnb.com/rooms/28087662,Little Keizer- Central Independent  Room+Bathroom,51.22168,4.40829,Private room in townhouse,Private room,2,1 private bath,1.0,1.0,"[""Hot water"", ""Refrigerator"", ""Private entrance"", ""Long term stays allowed"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""Keypad"", ""Luggage dropoff allowed"", ""Bed linens"", ""Hangers"", ""Lock on bedroom door"", ""Iron"", ""Dedicated workspace"", ""Wifi"", ""Heating"", ""Paid parking off premises"", ""Essentials""]",26663841,Carlos,2015-01-25,"Antwerp, Flanders, Belgium",103.0
28219481,1.0,350.0,350.0,1.0,365.0,https://www.airbnb.com/rooms/28219481,Antwerpen House,51.21967,4.43554,Private room in residential home,Private room,1,1 shared bath,1.0,1.0,"[""Long term stays allowed"", ""Kitchen"", ""Washer"", ""Lock on bedroom door"", ""Iron"", ""Dedicated workspace"", ""Wifi"", ""Heating"", ""Essentials""]",3874708,Mimo,2012-10-15,"Florence, Tuscany, Italy",0.0
28330049,1.0,80.33,80.33,1.0,1125.0,https://www.airbnb.com/rooms/28330049,Beautiful authentic appartment - Free parking,51.22151,4.40241,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,1.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Hair dryer"", ""Stove"", ""Carbon monoxide alarm"", ""Oven"", ""Cooking basics"", ""Dishes and silverware"", ""Lockbox"", ""Free street parking"", ""Clothing storage"", ""Luggage dropoff allowed"", ""Bed linens"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Fast wifi \u2013 71 Mbps"", ""Bathtub"", ""First aid kit"", ""Free parking on premises"", ""TV"", ""Heating"", ""Hot water"", ""Private patio or balcony"", ""Private entrance"", ""Fire extinguisher"", ""Coffee maker"", ""Hangers""]",5012031,Sanne,2013-02-08,"Antwerp, Flanders, Belgium",343.0
53442538,1.0,69.33,69.33,1.0,1125.0,https://www.airbnb.com/rooms/53442538,Beautiful cosy appartment - City centre - Heritage,51.22197,4.40209,Entire condominium (condo),Entire home/apt,2,1.5 baths,1.0,1.0,"[""Private entrance"", ""Fire extinguisher"", ""Lockbox"", ""Long term stays allowed"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Hangers"", ""Iron"", ""Dedicated workspace"", ""Wifi"", ""TV"", ""Heating"", ""Essentials""]",5012031,Sanne,2013-02-08,"Antwerp, Flanders, Belgium",5.0
28381974,0.0,41.0,41.0,4.0,1125.0,https://www.airbnb.com/rooms/28381974,studio in Antwerp (south),51.20494,4.39919,Private room in townhouse,Private room,1,1 private bath,1.0192307692307692,1.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Outdoor furniture"", ""Stove"", ""Carbon monoxide alarm"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Lockbox"", ""Luggage dropoff allowed"", ""Bed linens"", ""Iron"", ""Dedicated workspace"", ""Essentials"", ""Long term stays allowed"", ""Outdoor dining area"", ""Extra pillows and blankets"", ""Heating"", ""Hot water"", ""Private entrance"", ""Fire extinguisher"", ""Coffee maker"", ""Hangers"", ""Lock on bedroom door"", ""Shared patio or balcony""]",214273246,Nele,2018-09-08,Belgium,27.0
28401157,0.0,30.0,30.0,1.0,1125.0,https://www.airbnb.com/rooms/28401157,A quiet bedroom 15 minutes from Antwerp center.,51.22165,4.48302,Private room in rental unit,Private room,2,1 shared bath,2.0,1.0,"[""Hot water"", ""Fire extinguisher"", ""Long term stays allowed"", ""Kitchen"", ""Smoke alarm"", ""Hair dryer"", ""Washer"", ""First aid kit"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""Wifi"", ""TV"", ""Heating"", ""Dishes and silverware"", ""Essentials""]",26368589,Caroline,2015-01-19,"Antwerp, Flanders, Belgium",58.0
28405887,0.0,80.0,80.0,4.0,1125.0,https://www.airbnb.com/rooms/28405887,Complete apartment in the centre of Antwerp,51.21041,4.4079,Entire rental unit,Entire home/apt,1,1.5 baths,1.0,1.0,"[""Refrigerator"", ""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Stove"", ""Carbon monoxide alarm"", ""Oven"", ""Cooking basics"", ""Wifi"", ""Dishes and silverware"", ""Washer"", ""Bed linens"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""TV"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Dryer"", ""Coffee maker"", ""Patio or balcony"", ""Hangers""]",62946109,Tom,2016-03-14,"Antwerp, Flanders, Belgium",10.0
28561382,0.0,40.0,40.0,2.0,1125.0,https://www.airbnb.com/rooms/28561382,Kamer in Luxueus Appartement te Antwerpen Wilrijk,51.17435,4.40331,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,"[""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Wifi"", ""Washer"", ""Luggage dropoff allowed"", ""Bed linens"", ""Iron"", ""Pocket wifi"", ""Essentials"", ""Long term stays allowed"", ""First aid kit"", ""Extra pillows and blankets"", ""Heating"", ""Hot water"", ""Dryer"", ""Ethernet connection"", ""Hangers"", ""Air conditioning""]",215555864,Charlie,2018-09-15,"Antwerp, Flanders, Belgium",52.0
32683116,0.0,40.0,40.0,2.0,1125.0,https://www.airbnb.com/rooms/32683116,Charmante Privékamer in Antwerpen-Wilrijk,51.17527,4.40262,Private room in rental unit,Private room,2,1 bath,1.0,1.0,"[""Refrigerator"", ""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Host greets you"", ""Stove"", ""Carbon monoxide alarm"", ""Single level home"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Washer"", ""Free street parking"", ""Luggage dropoff allowed"", ""Bed linens"", ""Iron"", ""Dedicated workspace"", ""Pocket wifi"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""First aid kit"", ""Extra pillows and blankets"", ""Free parking on premises"", ""Heating"", ""Hot water"", ""Dishwasher"", ""Dryer"", ""Ethernet connection"", ""Coffee maker"", ""Patio or balcony"", ""Hangers"", ""Lock on bedroom door"", ""Air conditioning""]",215555864,Charlie,2018-09-15,"Antwerp, Flanders, Belgium",60.0
28621534,0.0,79.0,79.0,1.0,1125.0,https://www.airbnb.com/rooms/28621534,Bright City Center Hidden Gem! Newly Renovated!,51.22064,4.41429,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,"[""Refrigerator"", ""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Clothing storage: wardrobe"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Nespresso machine"", ""Mosquito net"", ""Bed linens"", ""Freezer"", ""Body soap"", ""Iron"", ""Microwave"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""Dining table"", ""Bathtub"", ""First aid kit"", ""Extra pillows and blankets"", ""Wine glasses"", ""Heating"", ""Hot water"", ""Private patio or balcony"", ""Fire extinguisher"", ""TV with Netflix, premium cable"", ""Coffee maker"", ""Hangers"", ""Shower gel""]",215997412,Viliana,2018-09-18,"Antwerp, Flanders, Belgium",54.0
28661765,1.0,85.0,85.0,4.0,15.0,https://www.airbnb.com/rooms/28661765,Antwerp South cozy house with garden and garage,51.19353,4.37771,Entire residential home,Entire home/apt,4,1.5 baths,3.0,3.0,"[""Private entrance"", ""Fire extinguisher"", ""Kitchen"", ""Smoke alarm"", ""Hair dryer"", ""Washer"", ""First aid kit"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""Wifi"", ""TV"", ""Essentials""]",215545400,Madeleine,2018-09-15,"Antwerp, Flanders, Belgium",2.0
28693154,0.0,68.33,68.33,1.0,1125.0,https://www.airbnb.com/rooms/28693154,Modern apart in city center! Free parking,51.21561,4.41477,Entire condominium (condo),Entire home/apt,2,1 bath,1.0,1.0,"[""Refrigerator"", ""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Stove"", ""Carbon monoxide alarm"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Baking sheet"", ""Lockbox"", ""Toaster"", ""Laundromat nearby"", ""Bed linens"", ""Freezer"", ""Body soap"", ""Clothing storage: dresser"", ""Iron"", ""Dedicated workspace"", ""Essentials"", ""Long term stays allowed"", ""Cleaning products"", ""Dining table"", ""Bathtub"", ""HDTV with premium cable, Netflix, standard cable"", ""Extra pillows and blankets"", ""Portable fans"", ""Wine glasses"", ""Free parking on premises"", ""Bread maker"", ""Heating"", ""Hot water"", ""Private entrance"", ""Fire extinguisher"", ""Dishwasher"", ""Ethernet connection"", ""Coffee maker"", ""Hangers"", ""Cable TV"", ""Shower gel""]",216462773,Dean,2018-09-20,"Antwerp, Flanders, Belgium",394.0
53514299,0.0,75.0,75.0,1.0,365.0,https://www.airbnb.com/rooms/53514299,Stylish City Center Apartment (free parking),51.2179,4.40476,Entire condominium (condo),Entire home/apt,2,1.5 baths,1.0,1.0,"[""Refrigerator"", ""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Keypad"", ""Stove"", ""Carbon monoxide alarm"", ""Clothing storage: closet and wardrobe"", ""Wifi"", ""Cooking basics"", ""HDTV with standard cable, Netflix, premium cable"", ""Dishes and silverware"", ""Baking sheet"", ""Nespresso machine"", ""Laundromat nearby"", ""Stainless steel oven"", ""Bed linens"", ""Body soap"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Central heating"", ""Essentials"", ""Long term stays allowed"", ""Cleaning products"", ""Dining table"", ""Bathtub"", ""Room-darkening shades"", ""Extra pillows and blankets"", ""Portable fans"", ""First aid kit"", ""Wine glasses"", ""Free parking on premises"", ""Hot water"", ""Fire extinguisher"", ""Ethernet connection"", ""Coffee maker"", ""Hangers"", ""Cable TV"", ""Shower gel""]",216462773,Dean,2018-09-20,"Antwerp, Flanders, Belgium",7.0
28750136,0.0,55.0,55.0,2.0,1125.0,https://www.airbnb.com/rooms/28750136,"Bright & light ""all you need"" apartment",51.22212,4.4035,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Host greets you"", ""Stove"", ""Carbon monoxide alarm"", ""Oven"", ""Cooking basics"", ""Wifi"", ""Dishes and silverware"", ""Washer"", ""Iron"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""TV"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""High chair"", ""Dishwasher"", ""Coffee maker"", ""Patio or balcony"", ""Hangers""]",90246068,Sandra,2016-08-16,"Antwerp, Flanders, Belgium",119.0
28772811,0.0,103.67,103.67,2.0,1125.0,https://www.airbnb.com/rooms/28772811,EXCLUSIVE LOFT IN ANTWERP,51.23084,4.43125,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,"[""Refrigerator"", ""Elevator"", ""Backyard"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Stove"", ""Carbon monoxide alarm"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Pool table"", ""Washer"", ""Bed linens"", ""Sound system"", ""Iron"", ""Dedicated workspace"", ""Pocket wifi"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""BBQ grill"", ""Portable fans"", ""First aid kit"", ""Free parking on premises"", ""TV"", ""Drying rack for clothing"", ""Heating"", ""Fire extinguisher"", ""Dishwasher"", ""Dryer"", ""Ethernet connection"", ""Coffee maker"", ""Patio or balcony"", ""Hangers"", ""Cleaning products""]",71279617,Sten,2016-05-10,"Antwerp, Flanders, Belgium",6.0
28778081,0.0,120.0,120.0,2.0,1125.0,https://www.airbnb.com/rooms/28778081,Licht en ruim herenhuis Antwerpen-Zuid,51.20458,4.3925,Entire townhouse,Entire home/apt,4,1.5 baths,3.0,3.0,"[""Hot water"", ""Private entrance"", ""Long term stays allowed"", ""Kitchen"", ""Shampoo"", ""Washer"", ""Hair dryer"", ""Iron"", ""Dedicated workspace"", ""Wifi"", ""TV"", ""Heating"", ""Essentials""]",173381402,Anneke,2018-02-14,"Antwerp, Flanders, Belgium",25.0
28839558,0.0,78.67,78.67,2.0,14.0,https://www.airbnb.com/rooms/28839558,Antwerp duplex apartment with billiard table,51.21399,4.4341,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Refrigerator"", ""Kitchen"", ""Shampoo"", ""Host greets you"", ""Stove"", ""Oven"", ""Cooking basics"", ""Wifi"", ""Dishes and silverware"", ""Washer"", ""Bed linens"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""First aid kit"", ""Extra pillows and blankets"", ""TV"", ""Heating"", ""Private patio or balcony"", ""Private entrance"", ""Fire extinguisher"", ""Dishwasher"", ""Dryer"", ""Coffee maker"", ""Hangers""]",36350256,Kevin,2015-06-21,"Antwerp, Flanders, Belgium",6.0
29023010,1.0,95.0,95.0,14.0,180.0,https://www.airbnb.com/rooms/29023010,Cosy and trendy appartment in historic Antwerp,51.20677,4.42539,Entire rental unit,Entire home/apt,4,1 bath,2.0,1.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Host greets you"", ""Stove"", ""Carbon monoxide alarm"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Children\u2019s books and toys"", ""Washer"", ""Bed linens"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""First aid kit"", ""Extra pillows and blankets"", ""Heating"", ""Cleaning before checkout"", ""Hot water"", ""Fire extinguisher"", ""Dryer"", ""Coffee maker"", ""Hangers""]",103582265,Fabienne,2016-11-13,"Antwerp, Flanders, Belgium",13.0
29042185,0.0,65.0,65.0,1.0,1125.0,https://www.airbnb.com/rooms/29042185,"AAA location ,Romantic studio 1* heart of Antwerp.",51.21997,4.40014,Entire rental unit,Entire home/apt,2,1 bath,1.0554016620498614,2.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Cooking basics"", ""Wifi"", ""Dishes and silverware"", ""Free street parking"", ""Luggage dropoff allowed"", ""Bed linens"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""First aid kit"", ""Extra pillows and blankets"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Private entrance"", ""Fire extinguisher"", ""Coffee maker"", ""Patio or balcony"", ""Hangers"", ""Shower gel""]",59044569,Kevin,2016-02-16,GB,129.0
29562413,0.0,65.0,65.0,1.0,1125.0,https://www.airbnb.com/rooms/29562413,"AAA location, Romantic studio 2* heart of Antwerp.",51.22045,4.39926,Entire rental unit,Entire home/apt,2,1 bath,1.0554016620498614,2.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Host greets you"", ""Cooking basics"", ""Wifi"", ""Dishes and silverware"", ""Free street parking"", ""Luggage dropoff allowed"", ""Bed linens"", ""Iron"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""First aid kit"", ""Extra pillows and blankets"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Private entrance"", ""Fire extinguisher"", ""Coffee maker"", ""Hangers""]",59044569,Kevin,2016-02-16,GB,100.0
29563117,0.0,65.0,65.0,2.0,1125.0,https://www.airbnb.com/rooms/29563117,"AAA location, Romantic studio 3* heart of Antwerp.",51.21997,4.40014,Entire rental unit,Entire home/apt,2,1 bath,1.0554016620498614,1.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Wifi"", ""Dishes and silverware"", ""Lockbox"", ""Free street parking"", ""Luggage dropoff allowed"", ""Bed linens"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""First aid kit"", ""Extra pillows and blankets"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Private entrance"", ""Fire extinguisher"", ""Coffee maker"", ""Patio or balcony"", ""Hangers""]",59044569,Kevin,2016-02-16,GB,69.0
29196408,0.0,105.0,105.0,1.0,1125.0,https://www.airbnb.com/rooms/29196408,"Beautiful apartment at Meir shopping, incl parking",51.21838,4.41392,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,3.0,"[""Refrigerator"", ""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Keypad"", ""Stove"", ""Cooking basics"", ""Wifi"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Bed linens"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Free parking on premises"", ""Heating"", ""Hot water"", ""Fire extinguisher"", ""Coffee maker"", ""Hangers"", ""Cable TV"", ""TV with standard cable"", ""Shower gel""]",171746047,Isa & Andrew,2018-02-05,"Antwerp, Flanders, Belgium",99.0
29250575,1.0,100.0,100.0,28.0,1125.0,https://www.airbnb.com/rooms/29250575,Sunny 2 Terrace Panorama Penthouse + Free Parking,51.22296,4.42654,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,3.0,"[""Refrigerator"", ""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Outdoor furniture"", ""Oven"", ""Cooking basics"", ""Wifi"", ""Dishes and silverware"", ""Indoor fireplace"", ""Washer"", ""Iron"", ""Dedicated workspace"", ""Essentials"", ""Long term stays allowed"", ""First aid kit"", ""Free parking on premises"", ""TV"", ""Heating"", ""Hot water"", ""Private patio or balcony"", ""Fire extinguisher"", ""Dishwasher"", ""Dryer"", ""Hangers""]",220372450,Thomas And Jande,2018-10-13,BE,62.0
29272282,0.0,60.0,60.0,2.0,30.0,https://www.airbnb.com/rooms/29272282,"Spacious room to relax close by the vibrant ""Zuid""",51.19907,4.39108,Private room in townhouse,Private room,2,1.5 baths,1.0,1.0,"[""Paid street parking off premises"", ""Smoke alarm"", ""Shampoo"", ""Outdoor furniture"", ""Mini fridge"", ""Wifi"", ""Dishes and silverware"", ""Dryer \u2013 In building"", ""Lockbox"", ""Washer \u2013\u00a0In building"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Bed linens"", ""Body soap"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""Outdoor dining area"", ""Dining table"", ""Extra pillows and blankets"", ""Wine glasses"", ""Dedicated workspace: table"", ""Heating"", ""Hot water"", ""Private entrance"", ""Coffee maker"", ""Hangers"", ""Shared patio or balcony"", ""Clothing storage: closet"", ""Shower gel""]",14135070,Ellen,2014-04-10,"Antwerp, Flanders, Belgium",33.0
29380915,0.0,70.0,70.0,5.0,1125.0,https://www.airbnb.com/rooms/29380915,Bright Studio SquareView @ Central Station,51.21704,4.42093,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Refrigerator"", ""Elevator"", ""Kitchen"", ""Rice maker"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Host greets you"", ""Stove"", ""Carbon monoxide alarm"", ""Single level home"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Security cameras on property"", ""Lockbox"", ""Toaster"", ""Conditioner"", ""Barbecue utensils"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Bed linens"", ""Body soap"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""Cleaning products"", ""Bikes"", ""Dining table"", ""Bathtub"", ""Room-darkening shades"", ""Extra pillows and blankets"", ""Portable fans"", ""First aid kit"", ""Wine glasses"", ""Bread maker"", ""Paid parking lot off premises"", ""TV"", ""Drying rack for clothing"", ""Heating"", ""Cleaning before checkout"", ""Hot water"", ""Private entrance"", ""Fire extinguisher"", ""Coffee maker"", ""Hangers"", ""Clothing storage: closet"", ""Air conditioning"", ""Shower gel""]",221340726,Christine,2018-10-18,BE,34.0
